OrgDefinedId,code,Attendance Out of 6 Classes Points Grade <Numeric MaxPoints:6>,Quiz 1 Points Grade <Numeric MaxPoints:1>,Quiz 2 Points Grade <Numeric MaxPoints:1>,Midterms Points Grade <Numeric MaxPoints:300>,ACC3202 Individual Project Upload Points Grade <Numeric MaxPoints:5>,ACC3202 Titanic Bonus Credit Project Upload Points Grade <Numeric MaxPoints:5>,2nd Attendance Out of 7 Classes Points Grade <Numeric MaxPoints:7>,AGILE Group Project Points Grade <Numeric MaxPoints:100>,Quiz 3 Points Grade <Numeric MaxPoints:1>,comment,Connect AIS Points Grade <Numeric MaxPoints:100>,Connect DA Points Grade <Numeric MaxPoints:100>,Calculated Final Grade Numerator,Calculated Final Grade Denominator,Adjusted Final Grade Numerator,Adjusted Final Grade Denominator,End-of-Line Indicator
#24271346,772969,6,0.8,0.45,280,,,,77,,"Data Analytics (25%, Score 17/25): The group presented two charts showing linear trends in player activity and market behavior. The visualizations were technically correct but lacked interpretation and did not explain why a linear trend was assumed or how it informed the game design. There were also formatting inconsistencies, with one chart on a white background and the other on a black background, which broke visual continuity in an otherwise cohesive Solo Leveling theme. The analytics met basic expectations but required clearer explanations, thematic consistency, and stronger links to game design choices. Game Vision and User Stories (20%, Score 14/20): Adapting Solo Leveling provided an engaging and recognizable concept that the group used effectively. The theme carried through the presentation with clear genre alignment. The game vision was coherent, although more explicit user stories or character goals would strengthen the narrative structure. UI/UX Mock-up (15%, Score 12/15): The slides were visually cohesive with the anime aesthetic and demonstrated strong design consideration. UI elements effectively communicated tone and style. While polished, the mock-up could be improved by including more explicit HUD or menu structures to clarify user flow. Game Mechanics (15%, Score 14/15): This was one of the strongest areas. The mechanics were well-developed, logically structured, and appropriate for an RPG/action adaptation of Solo Leveling. They demonstrated clear understanding of progression, combat, and user interaction, reflecting strong planning and critical thinking. Agile Process Participation (10%, Score 8/10): The polished slides and consistent theme indicate good teamwork and coordinated effort. Minor inconsistencies, such as DA formatting issues, suggest uneven polishing of certain components, but overall organization was solid. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and thematically consistent. Delivery was organized and effective, though slightly more energy or elaboration on DA insights or mechanics would have elevated the overall impact. The group delivered a strong and coherent presentation.",92.85714286,91.04477612,287.25,308,,,#
#24286676,151438,6,1,0.6,253.33,,,,78,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a pie chart and a linear trend chart. The pie chart was clear, properly labeled, and thematically consistent with the simulation-game aesthetic, showing good attention to design and supporting their argument that combining top-performing sub-genres strengthens their game strategy. However, the second chart showing online player growth lacked interpretation. While technically correct, the group did not explain why player numbers should increase linearly, what assumptions drive the trend, or how the insight informs game design decisions. The analytics were relevant but not fully developed. Game Vision and User Stories (20%, Score 13/20): The group presented a clear vision suitable for a simulation game, and the concept aligned with their theme. The brief indicated logical thinking, and although user stories were not deeply outlined, the idea demonstrated an adequate understanding of gameplay goals and target users. Prioritization could have been more explicit, but the foundation was solid. UI/UX Mock-up (15%, Score 13/15): The mock-up resembled a real simulation game interface, and the animation added visual quality. The layout and HUD elements showed strong understanding of UX in this genre. The work was polished and met expectations. Game Mechanics (15%, Score 13/15): Core mechanics were clearly described and consistent with typical simulation gameplay loops. The group demonstrated understanding of progression and functional systems, though more depth in resource dynamics or player decision consequences would strengthen the mechanics. Agile Process Participation (10%, Score 9/10): The team appeared organized, with deliverables completed on time and tasks generally well distributed. There was minor unevenness in refinement, but teamwork overall was strong. Presentation (15%, Score 13/15): The presenter communicated the ideas clearly but could have shown more energy and engagement. Pacing and articulation were acceptable, though greater enthusiasm and eye contact would have enhanced delivery. Overall, the presentation conveyed the key ideas effectively.",100,100,260.93,308,,,#
#24286684,273926,6,0.9,0.55,246.67,,,,74,,"Data Analytics (25%, Score 17/25): The DA portion included a pie chart and a bar chart, both clear and relevant. While the charts met basic expectations, the analysis would have been stronger with more explicit links to the game’s design decisions. The visuals were technically correct, but the section lacked deeper interpretation or unique insights that could strengthen the rationale for the game’s direction. Overall, the DA showed effort but limited explanation and connection to mechanics. Game Vision and User Stories (20%, Score 15/20): The nostalgic Zelda-style premise was compelling, and the game name fit the theme neatly. The group clearly thought through the identity, tone, and structure of the game. Even though explicit user stories were less emphasized, the clarity of the vision suggested solid understanding of the intended gameplay experience and core features. UI/UX Mock-up (15%, Score 9/15): The slides demonstrated detail and logical structure, but the UI/UX lacked visual consistency with the nostalgic theme introduced at the start. The aesthetic cohesion was weaker than the conceptual foundation, suggesting time-management challenges or uneven task distribution. The mock-up communicated ideas clearly but would benefit greatly from stronger thematic consistency. Game Mechanics (15%, Score 12/15): The mechanics were logically structured and appropriate for a nostalgic action-adventure design. They showed understanding of progression and player experience, though additional detail on combat, puzzles, or interactions would have strengthened the section further. Agile Process Participation (10%, Score 8/10): Classroom observation indicated that certain members proactively contributed and ensured the project stayed on track. Teamwork appeared functional, though uneven polishing suggested room for better cross-role coordination. Overall, the group demonstrated solid engagement. Presentation (15%, Score 13/15): The presentation effectively conveyed the charm and nostalgia of the game. The cover page made a strong first impression, and delivery was clear and well-paced. Minor improvements such as smoother transitions or stronger emphasis on DA conclusions would enhance the presentation, but overall it was well executed.",99.4047619,96.26865672,254.12,308,,,#
#24288995,530986,5,0.8,0.6,233.33,,,,0,,NA,97.61904762,92.53731343,239.73,308,,,#
#24304361,903331,6,1,0.55,273.33,,,,77,,"Data Analytics (25%, Score 17/25): The DA section consisted of two tables: one showing game industry and player count statistics, and another presenting a linear trend of the simulation-game market. Both tables were relevant and correctly presented, and the information aligned well with the simulation context. The use of linear trends demonstrated basic analytical thinking. However, the DA would benefit from clearer interpretation, such as explaining why simulation games trend upward, how player counts influence design decisions, or what the implications are for market timing. While correct, the analytics were more descriptive than analytical. Overall, this was a strong DA effort for a three-person group. Game Vision and User Stories (20%, Score 15/20): The game’s core idea was well developed and logically structured. User stories were clear and aligned with the vision, demonstrating thoughtful planning and understanding of the player’s perspective. Despite the small group size, the team produced a well-articulated game premise with consistency across story, mechanics, and design elements. UI/UX Mock-up (15%, Score 12/15): The aesthetics were well done, and the mock-ups were cohesive and visually appealing, aligning with the simulation theme. While more detailed HUD elements could elevate this to an excellent level, the visual direction was polished and professionally presented. Game Mechanics (15%, Score 12/15): The mechanics were fleshed out logically and suited the simulation genre well. The group demonstrated clear understanding of gameplay systems and included meaningful details. This was one of the stronger components of the project, particularly given the group’s smaller size. Agile Process Participation (10%, Score 10/10): Despite having only three members, the group produced a large amount of polished, coherent work, indicating effective implementation of Agile methodology. Task distribution, iteration, and teamwork were clearly evident. Presentation (15%, Score 11/15): The presentation was clear, visually cohesive, and well delivered. The group communicated ideas effectively and maintained thematic consistency. A more energetic delivery or deeper discussion of the DA insights would enhance the presentation further, but overall it was a solid performance.",95.83333333,98.50746269,280.88,308,,,#
#24314205,265032,6,0.9,0.55,273.33,,,,74,,"Data Analytics (25%, Score 17/25): The group presented two charts: an exponentially increasing number of horror games over time, and a fear-level versus puzzle-difficulty matrix. The second chart in particular showed originality and creativity by using analytics to represent conceptual gameplay elements, a strength not seen in many groups. However, the DA section would benefit from deeper interpretation—for example, explaining what drives the rise in horror games, how market competition shapes design choices, or how the fear/difficulty matrix informs level design. With more explanation, this DA component could reach an excellent level. Game Vision and User Stories (20%, Score 15/20): The haunted-house puzzle concept was coherent and genre-appropriate. The story elements were moderately well developed and clear enough to support the gameplay idea. More explicit user stories or a clearer breakdown of player progression would further strengthen the vision. UI/UX Mock-up (15%, Score 12/15): The mock-up aligned reasonably well with the haunted-house puzzle theme and helped convey the structure and mood of the game. However, the UI/UX section could be enhanced with more detailed HUD elements, indicators, or clearer menu structures to improve clarity and user experience. Game Mechanics (15%, Score 11/15): The mechanics reflected the core idea of a puzzle-oriented horror environment, but the depth was moderate. More explanation of interaction systems, puzzle logic, fear progression, or consequences of player choices would add richness and stronger internal logic to the game design. Agile Process Participation (10%, Score 8/10): The combination of charts, mock-ups, and narrative elements indicates effective teamwork and parallel task execution. Some unevenness in detail across sections suggests room for refinement, but overall the group collaborated well. Presentation (15%, Score 11/15): The presentation clearly communicated the haunted puzzle concept, and the innovative fear-difficulty chart added uniqueness. Improvements could include smoother transitions or more emphasis on how mechanics connect to the story, but overall the delivery was solid.",94.64285714,91.79104478,280.78,308,,,#
#24318086,851955,5,1,0.8,273.33,,,,81,,"Data Analytics (25%, Score 18/25): The DA portion for this group was one of the strongest among the horror-genre projects. Their analysis highlighted that Dying Light: The Beast is a top horror title in the US and also showed that horror is among the top-grossing game genres. This demonstrated clear market awareness and effective comparative benchmarking. The DA section was extensive, formatted properly, and aligned with the horror-asylum theme. The group followed your advice regarding deeper, data-driven insights rather than superficial statistics. The main improvement would be linking the data directly to their own game’s mechanics or positioning, such as explaining how their title competes within the genre. Overall, this was a high-quality DA effort. Game Vision and User Stories (20%, Score 13/20): The asylum-based horror premise was appropriate for the genre and created a strong atmosphere. The overall vision was understandable, though the narrative could benefit from more detail about the player’s role, motivations, and progression. User stories or explicit player objectives were not prominent, but the general concept was communicated clearly. UI/UX Mock-up (15%, Score 13/15): The UI/UX design was well executed, with visuals and layout consistent with horror aesthetics. The mood and tone matched the theme, and the mock-ups effectively conveyed the feel of the game environment. The professional quality of the design elevated the presentation. Additional HUD elements such as sanity meters, sound indicators, or inventory layout could enhance clarity, but the section was strong overall. Game Mechanics (15%, Score 10/15): This was the weakest part of the project. Although the premise was clear, the mechanics were only briefly outlined and lacked detail about player interactions, threats, and unique systems. More explanation of how gameplay functions or how the design draws on DA insights would strengthen coherence and demonstrate higher-level critical thinking. Agile Process Participation (10%, Score 10/10): The extensive DA work and polished UI/UX suggest strong task division and meaningful contribution from group members. While some unevenness existed between sections, the team demonstrated effective planning and collaboration. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and confidently delivered. The group showed understanding of the horror genre, especially the idea that impactful horror games often succeed with lower budgets—a thoughtful observation that added credibility. A clearer explanation of the mechanics would make the pitch more persuasive, but the overall delivery was solid.",98.21428571,98.50746269,280.13,308,,,#
#24320131,592847,6,1,0.6,253.33,,,,76,,"Data Analytics (25%, Score 18/25): The DA portion for this group was one of the strongest among the horror-genre projects. Their analysis highlighted that Dying Light: The Beast is a top horror title in the US and also showed that horror is among the top-grossing game genres. This demonstrated clear market awareness and effective comparative benchmarking. The DA section was extensive, formatted properly, and aligned with the horror-asylum theme. The group followed your advice regarding deeper, data-driven insights rather than superficial statistics. The main improvement would be linking the data directly to their own game’s mechanics or positioning, such as explaining how their title competes within the genre. Overall, this was a high-quality DA effort. Game Vision and User Stories (20%, Score 13/20): The asylum-based horror premise was appropriate for the genre and created a strong atmosphere. The overall vision was understandable, though the narrative could benefit from more detail about the player’s role, motivations, and progression. User stories or explicit player objectives were not prominent, but the general concept was communicated clearly. UI/UX Mock-up (15%, Score 13/15): The UI/UX design was well executed, with visuals and layout consistent with horror aesthetics. The mood and tone matched the theme, and the mock-ups effectively conveyed the feel of the game environment. The professional quality of the design elevated the presentation. Additional HUD elements such as sanity meters, sound indicators, or inventory layout could enhance clarity, but the section was strong overall. Game Mechanics (15%, Score 10/15): This was the weakest part of the project. Although the premise was clear, the mechanics were only briefly outlined and lacked detail about player interactions, threats, and unique systems. More explanation of how gameplay functions or how the design draws on DA insights would strengthen coherence and demonstrate higher-level critical thinking. Agile Process Participation (10%, Score 10/10): The extensive DA work and polished UI/UX suggest strong task division and meaningful contribution from group members. While some unevenness existed between sections, the team demonstrated effective planning and collaboration. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and confidently delivered. The group showed understanding of the horror genre, especially the idea that impactful horror games often succeed with lower budgets—a thoughtful observation that added credibility. A clearer explanation of the mechanics would make the pitch more persuasive, but the overall delivery was solid.",97.02380952,88,260.93,308,,,#
#24322581,600506,6,0.9,0.35,286.67,,,,78,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a pie chart and a linear trend chart. The pie chart was clear, properly labeled, and thematically consistent with the simulation-game aesthetic, showing good attention to design and supporting their argument that combining top-performing sub-genres strengthens their game strategy. However, the second chart showing online player growth lacked interpretation. While technically correct, the group did not explain why player numbers should increase linearly, what assumptions drive the trend, or how the insight informs game design decisions. The analytics were relevant but not fully developed. Game Vision and User Stories (20%, Score 13/20): The group presented a clear vision suitable for a simulation game, and the concept aligned with their theme. The brief indicated logical thinking, and although user stories were not deeply outlined, the idea demonstrated an adequate understanding of gameplay goals and target users. Prioritization could have been more explicit, but the foundation was solid. UI/UX Mock-up (15%, Score 13/15): The mock-up resembled a real simulation game interface, and the animation added visual quality. The layout and HUD elements showed strong understanding of UX in this genre. The work was polished and met expectations. Game Mechanics (15%, Score 13/15): Core mechanics were clearly described and consistent with typical simulation gameplay loops. The group demonstrated understanding of progression and functional systems, though more depth in resource dynamics or player decision consequences would strengthen the mechanics. Agile Process Participation (10%, Score 9/10): The team appeared organized, with deliverables completed on time and tasks generally well distributed. There was minor unevenness in refinement, but teamwork overall was strong. Presentation (15%, Score 13/15): The presenter communicated the ideas clearly but could have shown more energy and engagement. Pacing and articulation were acceptable, though greater enthusiasm and eye contact would have enhanced delivery. Overall, the presentation conveyed the key ideas effectively.",88.69047619,92.53731343,293.92,308,,,#
#24345527,564209,6,0.8,0.45,233.33,,,,80,,"Data Analytics (25%, Score 18/25): The DA section included a linear trend chart with a sharp exponential jump in 2024, but no explanation was provided for this sudden change. Without justification such as a market event, genre resurgence, or technological innovation, the spike appears arbitrary and weakens the analytic reasoning. A PivotTable was also used, demonstrating effort and familiarity with Excel tools, but the section still needed clearer interpretation and a stronger connection to the game vision. The analysis did not fully explain how the data informed design decisions. Overall, the group showed technical competence but limited analytical depth. Game Vision and User Stories (20%, Score 14/20): The concept of a horror-house survival game was coherent and aligned well with the chosen theme. The group paid meaningful attention to detail by incorporating sound-detection mechanics, something emphasized in class, showing thoughtful application of lecture concepts. The vision was strong, though user stories or clearer player-motivation framing would enhance the narrative direction. UI/UX Mock-up (15%, Score 13/15): The mock-up was visually attractive and consistent with a horror aesthetic. The red tones, eerie atmosphere, and cohesive slide design contributed to a polished and immersive presentation. The group showed solid understanding of UI/UX principles for horror games, including high contrast, selective lighting, and tension-building visuals. Additional HUD detail, such as health or sound indicators, would further improve clarity, but the mock-up remained strong. Game Mechanics (15%, Score 14/15): The mechanics section was well executed, particularly the inclusion of sound-detection—a core mechanic in many horror titles. This demonstrated awareness of tension dynamics, player interaction, and immersive gameplay. Other mechanics were coherent and genre-appropriate, making this one of the group’s strongest components. Agile Process Participation (10%, Score 9/10): The slides demonstrated consistent effort and a polished final product, indicating strong teamwork and coordination. All components appeared well prepared, though analytics lagged slightly behind the quality of design elements. Overall, the group showed good collaborative execution. Presentation (15%, Score 12/15): The presentation was engaging, atmospheric, and visually striking. The red palette enhanced the horror theme, and delivery was clear. However, the final slide featuring your face—and drawing attention to acne—was unnecessary and inappropriate, detracting from the professionalism of an otherwise strong presentation. Avoid using real people’s faces in project slides going forward.",93.45238095,88.80597015,240.58,308,,,#
#24349017,981411,6,1,0.65,250,,,,76,,"Data Analytics (25%, Score 18/25): The DA portion for this group was one of the strongest among the horror-genre projects. Their analysis highlighted that Dying Light: The Beast is a top horror title in the US and also showed that horror is among the top-grossing game genres. This demonstrated clear market awareness and effective comparative benchmarking. The DA section was extensive, formatted properly, and aligned with the horror-asylum theme. The group followed your advice regarding deeper, data-driven insights rather than superficial statistics. The main improvement would be linking the data directly to their own game’s mechanics or positioning, such as explaining how their title competes within the genre. Overall, this was a high-quality DA effort. Game Vision and User Stories (20%, Score 13/20): The asylum-based horror premise was appropriate for the genre and created a strong atmosphere. The overall vision was understandable, though the narrative could benefit from more detail about the player’s role, motivations, and progression. User stories or explicit player objectives were not prominent, but the general concept was communicated clearly. UI/UX Mock-up (15%, Score 13/15): The UI/UX design was well executed, with visuals and layout consistent with horror aesthetics. The mood and tone matched the theme, and the mock-ups effectively conveyed the feel of the game environment. The professional quality of the design elevated the presentation. Additional HUD elements such as sanity meters, sound indicators, or inventory layout could enhance clarity, but the section was strong overall. Game Mechanics (15%, Score 10/15): This was the weakest part of the project. Although the premise was clear, the mechanics were only briefly outlined and lacked detail about player interactions, threats, and unique systems. More explanation of how gameplay functions or how the design draws on DA insights would strengthen coherence and demonstrate higher-level critical thinking. Agile Process Participation (10%, Score 10/10): The extensive DA work and polished UI/UX suggest strong task division and meaningful contribution from group members. While some unevenness existed between sections, the team demonstrated effective planning and collaboration. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and confidently delivered. The group showed understanding of the horror genre, especially the idea that impactful horror games often succeed with lower budgets—a thoughtful observation that added credibility. A clearer explanation of the mechanics would make the pitch more persuasive, but the overall delivery was solid.",100,100,257.65,308,,,#
#24357553,998371,6,1,0.8,253.33,,,,77,,"Data Analytics (25%, Score 17/25): The DA section consisted of two tables: one showing game industry and player count statistics, and another presenting a linear trend of the simulation-game market. Both tables were relevant and correctly presented, and the information aligned well with the simulation context. The use of linear trends demonstrated basic analytical thinking. However, the DA would benefit from clearer interpretation, such as explaining why simulation games trend upward, how player counts influence design decisions, or what the implications are for market timing. While correct, the analytics were more descriptive than analytical. Overall, this was a strong DA effort for a three-person group. Game Vision and User Stories (20%, Score 15/20): The game’s core idea was well developed and logically structured. User stories were clear and aligned with the vision, demonstrating thoughtful planning and understanding of the player’s perspective. Despite the small group size, the team produced a well-articulated game premise with consistency across story, mechanics, and design elements. UI/UX Mock-up (15%, Score 12/15): The aesthetics were well done, and the mock-ups were cohesive and visually appealing, aligning with the simulation theme. While more detailed HUD elements could elevate this to an excellent level, the visual direction was polished and professionally presented. Game Mechanics (15%, Score 12/15): The mechanics were fleshed out logically and suited the simulation genre well. The group demonstrated clear understanding of gameplay systems and included meaningful details. This was one of the stronger components of the project, particularly given the group’s smaller size. Agile Process Participation (10%, Score 10/10): Despite having only three members, the group produced a large amount of polished, coherent work, indicating effective implementation of Agile methodology. Task distribution, iteration, and teamwork were clearly evident. Presentation (15%, Score 11/15): The presentation was clear, visually cohesive, and well delivered. The group communicated ideas effectively and maintained thematic consistency. A more energetic delivery or deeper discussion of the DA insights would enhance the presentation further, but overall it was a solid performance.",100,98.50746269,261.13,308,,,#
#24363959,847961,4,0,0.95,253.33,,,,74,,"Data Analytics (25%, Score 17/25): The DA portion included a pie chart and a bar chart, both clear and relevant. While the charts met basic expectations, the analysis would have been stronger with more explicit links to the game’s design decisions. The visuals were technically correct, but the section lacked deeper interpretation or unique insights that could strengthen the rationale for the game’s direction. Overall, the DA showed effort but limited explanation and connection to mechanics. Game Vision and User Stories (20%, Score 15/20): The nostalgic Zelda-style premise was compelling, and the game name fit the theme neatly. The group clearly thought through the identity, tone, and structure of the game. Even though explicit user stories were less emphasized, the clarity of the vision suggested solid understanding of the intended gameplay experience and core features. UI/UX Mock-up (15%, Score 9/15): The slides demonstrated detail and logical structure, but the UI/UX lacked visual consistency with the nostalgic theme introduced at the start. The aesthetic cohesion was weaker than the conceptual foundation, suggesting time-management challenges or uneven task distribution. The mock-up communicated ideas clearly but would benefit greatly from stronger thematic consistency. Game Mechanics (15%, Score 12/15): The mechanics were logically structured and appropriate for a nostalgic action-adventure design. They showed understanding of progression and player experience, though additional detail on combat, puzzles, or interactions would have strengthened the section further. Agile Process Participation (10%, Score 8/10): Classroom observation indicated that certain members proactively contributed and ensured the project stayed on track. Teamwork appeared functional, though uneven polishing suggested room for better cross-role coordination. Overall, the group demonstrated solid engagement. Presentation (15%, Score 13/15): The presentation effectively conveyed the charm and nostalgia of the game. The cover page made a strong first impression, and delivery was clear and well-paced. Minor improvements such as smoother transitions or stronger emphasis on DA conclusions would enhance the presentation, but overall it was well executed.",97.61904762,50,258.28,308,,,#
#24365872,936686,6,1,0.7,280,,,,86,,"Data Analytics (25%, Score 17/25): The group included two visualizations, a bar chart showing 24-hour player counts for titles like Hearts of Iron and a pie chart indicating that the strategy genre dominates market share. While technically correct, the analytics did not clearly support the puzzle or exam-escape theme. The category “strategy” is too broad to inform specific puzzle-genre decisions, and there was no explanation of how the charts shaped the game concept. Using puzzle-relevant metrics or explicitly linking the data to design choices would have strengthened this section. Overall, the analytics were adequate but lacked depth and alignment. Game Vision and User Stories (20%, Score 14/20): The concept of a puzzle escape game set inside an exam hall was creative and thematically coherent. The vision was strong and relatable to student experiences, and the user stories demonstrated an understanding of gameplay goals. The idea was original and accessible, though it could benefit from slightly clearer prioritization of user objectives. UI/UX Mock-up (15%, Score 13/15): The slides contained substantial visual material and showed thoughtful interface planning. The only major improvement would be replacing real teachers’ photographs with AI-generated images for professionalism and privacy. Otherwise, the mock-ups were polished and genre-appropriate. Game Mechanics (15%, Score 14/15): The mechanics were clearly presented and well aligned with the puzzle escape concept. The group demonstrated logical progression, clever interactions, and feasible gameplay loops that tied well to the game vision. Agile Process Participation (10%, Score 10/10): The group demonstrated excellent teamwork, with strong task division and effective parallelization that reflected Agile principles. Presentation (15%, Score 13/15): The presentation was engaging, smooth, and well structured. The storytelling around the exam escape idea was strong, and communication was clear throughout. Minor improvements in pacing or projection could enhance delivery further. The group also won the class voting for best overall project, and an additional 5 points were awarded.",90.47619048,95.52238806,287.7,308,,,#
#24366604,635956,6,1,0.55,280,,,,80,,"Data Analytics (25%, Score 18/25): The DA section included a linear trend chart with a sharp exponential jump in 2024, but no explanation was provided for this sudden change. Without justification such as a market event, genre resurgence, or technological innovation, the spike appears arbitrary and weakens the analytic reasoning. A PivotTable was also used, demonstrating effort and familiarity with Excel tools, but the section still needed clearer interpretation and a stronger connection to the game vision. The analysis did not fully explain how the data informed design decisions. Overall, the group showed technical competence but limited analytical depth. Game Vision and User Stories (20%, Score 14/20): The concept of a horror-house survival game was coherent and aligned well with the chosen theme. The group paid meaningful attention to detail by incorporating sound-detection mechanics, something emphasized in class, showing thoughtful application of lecture concepts. The vision was strong, though user stories or clearer player-motivation framing would enhance the narrative direction. UI/UX Mock-up (15%, Score 13/15): The mock-up was visually attractive and consistent with a horror aesthetic. The red tones, eerie atmosphere, and cohesive slide design contributed to a polished and immersive presentation. The group showed solid understanding of UI/UX principles for horror games, including high contrast, selective lighting, and tension-building visuals. Additional HUD detail, such as health or sound indicators, would further improve clarity, but the mock-up remained strong. Game Mechanics (15%, Score 14/15): The mechanics section was well executed, particularly the inclusion of sound-detection—a core mechanic in many horror titles. This demonstrated awareness of tension dynamics, player interaction, and immersive gameplay. Other mechanics were coherent and genre-appropriate, making this one of the group’s strongest components. Agile Process Participation (10%, Score 9/10): The slides demonstrated consistent effort and a polished final product, indicating strong teamwork and coordination. All components appeared well prepared, though analytics lagged slightly behind the quality of design elements. Overall, the group showed good collaborative execution. Presentation (15%, Score 12/15): The presentation was engaging, atmospheric, and visually striking. The red palette enhanced the horror theme, and delivery was clear. However, the final slide featuring your face—and drawing attention to acne—was unnecessary and inappropriate, detracting from the professionalism of an otherwise strong presentation. Avoid using real people’s faces in project slides going forward.",91.07142857,95.52238806,287.55,308,,,#
#24368075,740513,6,1,0.75,273.33,,,,74,,"Data Analytics (25%, Score 17/25): The group presented two charts: an exponentially increasing number of horror games over time, and a fear-level versus puzzle-difficulty matrix. The second chart in particular showed originality and creativity by using analytics to represent conceptual gameplay elements, a strength not seen in many groups. However, the DA section would benefit from deeper interpretation—for example, explaining what drives the rise in horror games, how market competition shapes design choices, or how the fear/difficulty matrix informs level design. With more explanation, this DA component could reach an excellent level. Game Vision and User Stories (20%, Score 15/20): The haunted-house puzzle concept was coherent and genre-appropriate. The story elements were moderately well developed and clear enough to support the gameplay idea. More explicit user stories or a clearer breakdown of player progression would further strengthen the vision. UI/UX Mock-up (15%, Score 12/15): The mock-up aligned reasonably well with the haunted-house puzzle theme and helped convey the structure and mood of the game. However, the UI/UX section could be enhanced with more detailed HUD elements, indicators, or clearer menu structures to improve clarity and user experience. Game Mechanics (15%, Score 11/15): The mechanics reflected the core idea of a puzzle-oriented horror environment, but the depth was moderate. More explanation of interaction systems, puzzle logic, fear progression, or consequences of player choices would add richness and stronger internal logic to the game design. Agile Process Participation (10%, Score 8/10): The combination of charts, mock-ups, and narrative elements indicates effective teamwork and parallel task execution. Some unevenness in detail across sections suggests room for refinement, but overall the group collaborated well. Presentation (15%, Score 11/15): The presentation clearly communicated the haunted puzzle concept, and the innovative fear-difficulty chart added uniqueness. Improvements could include smoother transitions or more emphasis on how mechanics connect to the story, but overall the delivery was solid.",98.21428571,75.89552239,281.08,308,,,#
#24368552,921275,4,0.8,0.55,233.33,,,,77,,"Data Analytics (25%, Score 17/25): The group presented two charts showing linear trends in player activity and market behavior. The visualizations were technically correct but lacked interpretation and did not explain why a linear trend was assumed or how it informed the game design. There were also formatting inconsistencies, with one chart on a white background and the other on a black background, which broke visual continuity in an otherwise cohesive Solo Leveling theme. The analytics met basic expectations but required clearer explanations, thematic consistency, and stronger links to game design choices. Game Vision and User Stories (20%, Score 14/20): Adapting Solo Leveling provided an engaging and recognizable concept that the group used effectively. The theme carried through the presentation with clear genre alignment. The game vision was coherent, although more explicit user stories or character goals would strengthen the narrative structure. UI/UX Mock-up (15%, Score 12/15): The slides were visually cohesive with the anime aesthetic and demonstrated strong design consideration. UI elements effectively communicated tone and style. While polished, the mock-up could be improved by including more explicit HUD or menu structures to clarify user flow. Game Mechanics (15%, Score 14/15): This was one of the strongest areas. The mechanics were well-developed, logically structured, and appropriate for an RPG/action adaptation of Solo Leveling. They demonstrated clear understanding of progression, combat, and user interaction, reflecting strong planning and critical thinking. Agile Process Participation (10%, Score 8/10): The polished slides and consistent theme indicate good teamwork and coordinated effort. Minor inconsistencies, such as DA formatting issues, suggest uneven polishing of certain components, but overall organization was solid. Presentation (15%, Score 12/15): The presentation was clear, visually appealing, and thematically consistent. Delivery was organized and effective, though slightly more energy or elaboration on DA insights or mechanics would have elevated the overall impact. The group delivered a strong and coherent presentation.",75,91.79104478,238.68,308,,,#
#24369057,20814,6,1,0.45,253.33,,,,74,,"Data Analytics (25%, Score 17/25): The DA portion included a pie chart and a bar chart, both clear and relevant. While the charts met basic expectations, the analysis would have been stronger with more explicit links to the game’s design decisions. The visuals were technically correct, but the section lacked deeper interpretation or unique insights that could strengthen the rationale for the game’s direction. Overall, the DA showed effort but limited explanation and connection to mechanics. Game Vision and User Stories (20%, Score 15/20): The nostalgic Zelda-style premise was compelling, and the game name fit the theme neatly. The group clearly thought through the identity, tone, and structure of the game. Even though explicit user stories were less emphasized, the clarity of the vision suggested solid understanding of the intended gameplay experience and core features. UI/UX Mock-up (15%, Score 9/15): The slides demonstrated detail and logical structure, but the UI/UX lacked visual consistency with the nostalgic theme introduced at the start. The aesthetic cohesion was weaker than the conceptual foundation, suggesting time-management challenges or uneven task distribution. The mock-up communicated ideas clearly but would benefit greatly from stronger thematic consistency. Game Mechanics (15%, Score 12/15): The mechanics were logically structured and appropriate for a nostalgic action-adventure design. They showed understanding of progression and player experience, though additional detail on combat, puzzles, or interactions would have strengthened the section further. Agile Process Participation (10%, Score 8/10): Classroom observation indicated that certain members proactively contributed and ensured the project stayed on track. Teamwork appeared functional, though uneven polishing suggested room for better cross-role coordination. Overall, the group demonstrated solid engagement. Presentation (15%, Score 13/15): The presentation effectively conveyed the charm and nostalgia of the game. The cover page made a strong first impression, and delivery was clear and well-paced. Minor improvements such as smoother transitions or stronger emphasis on DA conclusions would enhance the presentation, but overall it was well executed.",97.61904762,93.28358209,260.78,308,,,#
